name_wt,statuses_count,followers_count,friends_count,favourites_count,listed_count,label
0.2857142857142857,16425,550,377,12316,14,0
0.5,263,647,198,3213,2,0
0.5714285714285714,66,15,49,129,0,0
0.6,3621,73,71,156,0,0
1.0,780,147,171,1004,1,0
0.631578947368421,9209,439,564,1187,23,0
0.4444444444444444,86825,1050,145,134,35,0
0.55,410,85,179,133,0,0
0.7142857142857143,52736,1293,1226,13256,6,0
0.4375,253,144,185,1030,0,0
0.23076923076923078,19036,423,427,1558,21,0
0.5,2173,394,1012,2072,5,0
0.3333333333333333,5561,57,185,342,1,0
0.2857142857142857,5042,331,261,1303,1,0
0.2727272727272727,52000,465,272,4079,1,0
0.25,313,101,173,48,0,0
0.3333333333333333,468,54,97,38,1,0
0.9285714285714286,1745,289,215,3,26,0
0.9166666666666666,63440,986,658,161,40,0
0.9230769230769231,89,41,284,28,1,0
0.0,2631,255,169,1041,0,0
0.9090909090909091,5816,359,441,14514,1,0
0.47058823529411764,24185,558,354,3575,3,0
0.75,11182,280,285,11857,3,0
1.0,1323,333,272,4063,0,0
0.625,9496,134,425,3895,1,0
0.7777777777777778,1102,202,258,20,18,0
0.38461538461538464,25639,1187,434,26323,4,0
0.875,9053,195,135,4675,1,0
0.10526315789473684,15793,549,307,13755,2,0
0.2222222222222222,1353,133,98,311,0,0
0.625,1325,256,313,963,0,0
0.2857142857142857,6607,245,151,1103,2,0
0.18181818181818182,78147,1059,713,880,42,0
0.125,14281,1261,1147,130,18,0
0.2,21241,363,342,12761,9,0
0.1875,14412,137,177,1632,0,0
0.42857142857142855,7849,189,231,237,3,0
0.42105263157894735,1431,224,302,48,7,0
0.2,8260,333,324,8478,3,0
0.29411764705882354,2466,3913,165,156,96,0
0.4117647058823529,247,51,382,50,4,0
0.875,6882,69,35,35,3,0
0.5,10532,285,341,396,0,0
0.9230769230769231,61,2,20,9,0,0
0.0,1026,205,529,365,0,0
0.8,2249,304,194,2472,1,0
0.8,1277,315,253,440,1,0
0.5,16439,691,458,11204,12,0
0.9166666666666666,4049,305,211,4008,7,0
0.6111111111111112,4871,1734,511,294,38,0
1.0,1380,563,1670,2664,4,0
0.9333333333333333,4558,973,1165,2042,41,0
0.2,34060,840,1242,26235,19,0
0.5,57581,153,97,7254,8,0
0.2222222222222222,9548,162,168,842,1,0
0.26666666666666666,14374,1175,851,7304,4,0
0.2857142857142857,12689,523,495,14337,0,0
0.3333333333333333,651,26,62,8,0,0
1.0,2622,191,189,554,0,0
0.45454545454545453,5297,689,464,1035,0,0
0.4,24,15,49,24,0,0
0.4166666666666667,2662,312,709,439,4,0
0.2727272727272727,34050,1263,774,12660,4,0
0.125,11570,503,493,2511,5,0
0.6666666666666666,6716,126,63,3727,3,0
0.9166666666666666,7638,482,99,2028,1,0
0.9,437,113,167,207,0,0
0.45,50832,2621,1105,33353,69,0
1.0,1560,350,106,806,35,0
0.8571428571428571,610,1149,1995,32,61,0
0.9166666666666666,869,60,116,1215,0,0
0.4166666666666667,22664,576,323,6591,6,0
0.45,12386,237,187,413,3,0
0.6111111111111112,26783,22452,24691,195,492,0
0.9166666666666666,10259,1070,357,4409,12,0
0.16666666666666666,3263,77,72,183,1,0
0.18181818181818182,31040,453,672,28037,6,0
0.8,7727,1118,755,254,3,0
0.8888888888888888,16,86,207,52,1,0
0.3,317,24,148,0,0,0
0.5294117647058824,3830,331,622,2559,0,0
0.9230769230769231,11256,1249,1746,320,64,0
0.11764705882352941,2671,397,496,2820,0,0
0.6,1128,382,393,1643,4,0
0.3076923076923077,2599,67,157,199,0,0
1.0,2208,455,393,10609,1,0
0.5625,16828,384,345,464,5,0
0.42105263157894735,1977,124,304,461,2,0
0.8333333333333334,57,31,117,17,0,0
0.3125,5024,765,961,914,1,0
1.0,19707,344,434,29,12,0
0.4,1797,82,579,57,2,0
0.3333333333333333,2304,143,569,507,1,0
0.9090909090909091,10977,687,600,5462,3,0
0.0,5144,330,71,1815,3,0
0.5714285714285714,1041,1086,256,132,4,0
0.6428571428571429,6095,710,373,539,6,0
0.5,3201,609,1493,2189,11,0
0.23076923076923078,17013,808,985,692,36,0
0.4,23443,4326,231,6749,24,0
0.3684210526315789,2050,220,310,1112,1,0
0.2857142857142857,134008,4411,841,278,14,0
0.058823529411764705,3366,275,1260,630,4,0
0.375,1572,2736,2247,8804,7,0
0.4,32547,716,610,5231,1,0
0.2727272727272727,27242,548,492,1228,3,0
0.4,23729,606,270,231,39,0
0.5,2775,249,271,2585,1,0
0.9,27,13,49,27,0,0
0.8333333333333334,612,103,196,1648,0,0
0.25,11864,583,407,2007,0,0
0.36363636363636365,3757,410,277,3528,0,0
0.7692307692307693,5716,271,261,2452,6,0
0.9333333333333333,14542,1029,552,14512,73,0
0.6,1471,171,212,1066,1,0
0.3333333333333333,858,59,124,1194,0,0
0.8571428571428571,5471,243,304,415,4,0
0.5,3094,390,376,4138,1,0
0.2,1889,123,340,873,0,0
0.18181818181818182,2911,78,13,1062,4,0
0.6111111111111112,41,3,36,5,0,0
0.21428571428571427,48285,938,771,66,15,0
0.2,412,32,33,78,2,0
0.25,30783,515,846,36557,10,0
0.75,8793,637,915,570,0,0
0.4,9052,758,971,5013,0,0
0.6,27401,307,281,2392,2,0
0.7368421052631579,7184,143,124,740,0,0
0.9166666666666666,2689,473,448,1670,8,0
0.8333333333333334,3101,126,158,179,1,0
0.2857142857142857,57117,1732,1094,5807,110,0
0.5,16004,590,894,806,12,0
0.08333333333333333,16527,1199,795,8579,1,0
0.5,10924,578,185,13651,13,0
0.6842105263157895,91288,1266,2001,7796,9,0
0.2,152040,1478,538,21351,29,0
0.25,115585,3877,4241,11610,128,0
0.9230769230769231,14632,491,497,5714,9,0
0.4444444444444444,4282,315,311,6284,0,0
0.35294117647058826,44807,951,1011,843,55,0
0.3157894736842105,26577,2474,224,1962,77,0
0.5714285714285714,1784,140,159,971,0,0
0.4117647058823529,18047,407,420,7514,4,0
0.9090909090909091,2071,283,225,956,1,0
0.4,23023,450,426,6462,7,0
0.0,38140,1098,525,4264,68,0
0.6,2218,182,120,258,1,0
0.4,8890,230,222,3271,2,0
0.0,10292,582,575,1946,0,0
0.7142857142857143,101,18,19,19,2,0
1.0,21475,863,2002,21746,84,0
0.3076923076923077,124434,1818,1985,7452,41,0
0.25,3482,232,236,957,1,0
0.4,25541,586,297,10127,0,0
0.2222222222222222,7558,469,325,277,0,0
0.16666666666666666,430,51,71,175,0,0
0.6,1141,270,171,40,12,0
0.9285714285714286,3189,219,309,238,3,0
0.9230769230769231,230131,1994,496,165741,29,0
0.45,3134,107,640,577,5,0
0.1875,37955,465,538,2763,1,0
0.4375,137087,2134,1594,1021,16,0
0.875,3184,428,467,2865,0,0
0.0,63771,1333,826,789,2,0
0.5,7878,1415,2036,336,125,0
0.5384615384615384,3101,345,219,1169,4,0
0.36363636363636365,10107,309,13,33,0,0
0.25,156620,1103,642,35530,32,0
0.2727272727272727,750,104,102,266,6,0
0.8333333333333334,8359,86922,622,3373,614,0
0.2,20641,7665,2576,538,23,0
1.0,194,22,407,79,1,0
1.0,4824,117,247,619,1,0
0.3333333333333333,16670,219,518,246,7,0
0.9166666666666666,56,15,28,0,0,0
0.25,17418,523,172,5160,3,0
0.1,9576,97,158,3523,0,0
0.13333333333333333,18506,230,125,1564,1,0
0.3333333333333333,2733,177,239,2510,2,0
0.9166666666666666,27689,1282,838,4067,11,0
1.0,543,50,57,38,3,0
0.16666666666666666,24580,1057,484,3245,6,0
0.14285714285714285,27608,1061,313,180,25,0
0.2,908,190,218,452,1,0
0.4375,6478,938,878,8353,3,0
0.38461538461538464,5332,449,369,234,7,0
0.9230769230769231,7511,113,97,196,6,0
0.9230769230769231,17879,404,396,29,1,0
0.5714285714285714,5459,1234,1996,4477,26,0
0.5,3423,620,468,984,1,0
0.6,13444,511,231,90,1,0
1.0,1219,127,148,678,1,0
0.3076923076923077,17862,564,1085,66,21,0
0.4444444444444444,5438,56,255,95,1,0
0.5833333333333334,3098,2506,1991,229,194,0
0.6428571428571429,13382,564,169,723,0,0
1.0,9457,46,163,486,1,0
0.4,589,170,295,12,0,0
0.4,24758,1216,842,15658,9,0
1.0,1121,89,147,864,7,0
0.5714285714285714,944,81,92,1697,0,0
0.75,471,72,229,81,0,0
1.0,3839,226,419,1197,3,0
0.47058823529411764,10215,557,998,14198,14,0
0.4,15970,459,198,2869,2,0
0.2777777777777778,4537,486,591,3590,11,0
0.8,182,204,1221,48,2,0
1.0,16010,22513,15257,803,28,0
1.0,4629,489,102,10957,0,0
0.9285714285714286,4772,452,389,3744,1,0
0.8888888888888888,348,20,67,100,0,0
0.5,1826,78,712,302,1,0
0.9166666666666666,15767,408,411,381,2,0
0.5,6564,337,346,9247,0,0
0.8,4834,240,175,2901,1,0
0.5,6782,341,322,141,2,0
0.2,48449,4825,4572,309,30,0
0.7777777777777778,16318,378,624,3248,4,0
0.5,178,60,100,26,0,0
0.2,383,241,345,659,1,0
1.0,2024,1512,1030,0,15,0
0.2222222222222222,1184,33,82,1230,6,0
0.4,54809,1037,1179,11381,4,0
0.25,37358,92,215,37,8,0
0.2857142857142857,10348,466,186,1585,1,0
1.0,283,60,180,266,1,0
1.0,19236,495,516,3712,10,0
0.3333333333333333,6250,227,453,1993,1,0
0.625,9284,342,334,13425,1,0
0.9166666666666666,311,136,156,603,0,0
1.0,13825,285,100,8089,1,0
1.0,20276,187,180,45,7,0
0.2,63388,2166,1996,4139,3,0
0.375,18263,491,886,9310,16,0
0.3125,2458,117,373,41,5,0
0.2,21288,2032,736,1077,4,0
0.3333333333333333,45234,876,410,3006,16,0
0.4444444444444444,189,29,109,3,0,0
0.2,57528,286,47,57,2,0
1.0,16975,183,300,30,1,0
0.0,4120,267,241,896,2,0
0.9166666666666666,3141,399,99,31,3,0
0.3076923076923077,22488,375,162,1941,7,0
0.2,81569,1227,273,735,5,0
0.2,1865,69,102,1205,0,0
0.5,321,5,14,19,0,0
0.17647058823529413,2081,6,2,6,1,0
0.9090909090909091,2034,319,469,655,4,0
0.23529411764705882,179448,2681,2700,168011,94,0
0.25,7679,289,320,1756,1,0
0.15,28337,992,1064,18896,1,0
0.3,9596,1375,1079,429,98,0
0.14285714285714285,2325,247,980,1740,3,0
1.0,44646,29139,906,2809,1277,0
1.0,30450,2313,441,2193,93,0
0.9166666666666666,244,109,81,3,0,0
1.0,5573,1117,142,5202,4,0
0.2222222222222222,2885,304,189,3,0,0
0.46153846153846156,15926,794,645,182,5,0
0.4,24064,359,248,2905,0,0
1.0,25177,351,135,24,1,0
0.15789473684210525,1728,387,1217,997,3,0
0.7777777777777778,1157,135,108,2309,0,0
0.9166666666666666,398,144,387,18,9,0
0.3,12037,358,225,5742,0,0
1.0,24875,1639,1997,8372,39,0
0.9090909090909091,43,46,183,32,0,0
0.07142857142857142,53591,6375,6995,24446,153,0
0.5263157894736842,19835,385,278,4775,4,0
0.5333333333333333,315,317,629,121,1,0
1.0,2514,967,1003,276,49,0
0.0,54857,14844,139,2724,145,0
0.2,2108,250,422,536,1,0
0.25,36,36,229,41,0,0
0.2,87493,1604,141,21397,20,0
0.55,1378,429,1989,983,6,0
0.3,7411,628,604,3623,2,0
0.9375,4605,581,316,3730,0,0
0.0,4041,664,526,12721,4,0
0.3333333333333333,3268,141,311,39,2,0
0.8,5125,806,723,26589,39,0
0.5384615384615384,7492,1860,1968,3783,4,0
0.875,12138,263,168,1977,3,0
1.0,4738,524,397,1594,1,0
0.0,8213,642,675,18265,5,0
0.2631578947368421,17952,277,417,8186,6,0
0.4,8896,614,1170,275,13,0
0.42857142857142855,4741,111,85,1061,0,0
0.2,1148,82,157,38,8,0
0.25,17939,377,367,5895,1,0
0.5,47690,1685,1048,443,1,0
0.1111111111111111,2061,106,153,107,1,0
0.3333333333333333,15398,193,78,498,2,0
1.0,9040,85,144,35,5,0
0.2857142857142857,408,144,187,261,0,0
0.2,12533,164,154,2618,0,0
0.2,64168,393,195,34711,5,0
0.8571428571428571,3159,193,80,856,2,0
1.0,77001,1574,1427,10150,13,0
0.8333333333333334,4504,374,1032,667,3,0
0.6153846153846154,2187,482,240,6631,0,0
0.5,10212,193,184,7184,0,0
1.0,54081,4143,2518,52212,3,0
0.7272727272727273,1952,1745,1997,777,30,0
0.2222222222222222,28,90,536,315,3,0
0.25,10158,1466,1321,1277,1,0
0.2222222222222222,277,26,76,9,0,0
0.5,5136,442,289,2759,1,0
0.21428571428571427,135,42,55,0,1,0
0.35294117647058826,2171,189,129,2777,1,0
1.0,6325,1102,1,16,16,0
0.9,7553,95,112,924,1,0
0.9285714285714286,108,45,74,204,0,0
0.0,19532,483,241,3124,2,0
0.25,5838,274,1150,639,7,0
0.6470588235294118,47956,1299,2001,3538,37,0
0.0,5471,235,249,348,9,0
0.2,24109,1339,483,5434,0,0
0.75,306,203,18,6407,3,0
0.16666666666666666,81000,1423,1360,10556,9,0
0.6363636363636364,977,212,400,370,0,0
0.0,2773,362,487,2732,0,0
0.375,5361,435,375,1193,0,0
0.9230769230769231,3278,204,459,396,11,0
1.0,10788,4685,4647,1816,118,0
0.8571428571428571,16763,118,98,134,3,0
0.75,13698,334,223,14881,2,0
0.3333333333333333,15840,1532,517,983,9,0
0.9285714285714286,5862,484,839,4751,1,0
0.9285714285714286,4251,806,659,6059,1,0
0.35714285714285715,8106,499,506,878,0,0
1.0,8703,385,194,774,2,0
0.8181818181818182,5,24,34,9,0,0
0.9285714285714286,4160,191,257,978,6,0
0.9333333333333333,328921,59178,32791,9539,2083,0
0.125,23657,380,333,43,1,0
0.9,1350,227,786,33,3,0
0.7142857142857143,19960,198,288,2110,6,0
1.0,19764,777,587,4043,1,0
0.5,57,39,53,53,0,0
0.36363636363636365,1186,144,193,1206,0,0
0.25,40985,1238,1108,6619,3,0
0.5454545454545454,990,712,859,223,22,0
1.0,279,60,119,68,0,0
0.36363636363636365,49363,2084,1028,6356,45,0
0.5833333333333334,677,152,320,912,0,0
0.0,5343,159,273,10225,1,0
0.15384615384615385,49648,592,392,2313,2,0
1.0,5961,326,303,182,9,0
0.9090909090909091,525,36,71,53,0,0
0.08333333333333333,23145,594,731,12009,26,0
0.625,10218,3152,2522,339,86,0
0.2,32984,789,271,1050,5,0
0.25,63739,23717,189,27024,107,0
0.25,608,15,101,1,0,0
0.0,22837,211,700,6529,8,0
0.9230769230769231,29978,1706,653,9022,2,0
0.5,59918,1377,209,3997,10,0
0.5555555555555556,16111,344,201,95,2,0
0.0,1679,79,262,254,3,0
0.2857142857142857,421,147,466,701,0,0
0.5882352941176471,28098,2317,1130,7162,78,0
0.6363636363636364,3588,474,255,371,9,0
0.75,1096,71,187,533,0,0
0.125,5852,398,584,2295,1,0
0.5,32572,68,68,1534,2,0
0.125,51563,1301,993,313954,64,0
0.35714285714285715,3484,408,244,174,0,0
0.1,7936,2622,2183,7212,2,0
0.4,20326,199,67,12821,1,0
0.5454545454545454,2521,1028,97,1276,10,0
0.5454545454545454,2249,106,142,0,1,0
0.3,1263,205,400,18,0,0
0.18181818181818182,24586,1201,1679,265,24,0
1.0,23704,1112,1549,53,25,0
0.11764705882352941,18636,361,82,4192,2,0
0.35,296,64,119,219,0,0
0.2,45923,931,266,6924,27,0
0.8823529411764706,24689,989,931,886,45,0
0.6666666666666666,350,5,4,0,0,0
0.9230769230769231,2675,309,470,5447,0,0
0.75,73940,1432,592,887,71,0
0.8,1898,50,143,152,2,0
0.0,12559,479,2001,3064,1,0
0.35714285714285715,22048,384,667,337,2,0
1.0,4984,486,599,1002,14,0
0.5,35667,1131,104,18223,16,0
0.75,18492,930,282,7159,7,0
0.9166666666666666,246,592,41,1530,6,0
0.6666666666666666,1508,101,166,212,0,0
1.0,6599,243,429,238,2,0
0.45454545454545453,3661,287,419,1748,8,0
0.16666666666666666,187388,1645,1911,1310,17,0
1.0,784,571,1991,14,11,0
0.5714285714285714,9692,631,621,3337,0,0
0.16666666666666666,1603,424,491,1720,0,0
0.4,261,210,693,2179,2,0
0.9166666666666666,478,155,179,472,0,0
0.6,1940,104,64,129,3,0
0.0,1779,256,564,1285,0,0
0.4166666666666667,13430,1547,833,4,43,0
1.0,934,54,154,66,6,0
0.5454545454545454,227,193,153,28,1,0
0.8,2963,332,479,2456,1,0
0.5,2105,257,86,100,30,0
0.42857142857142855,3879,210,262,3187,2,0
0.15384615384615385,15101,567,251,807,2,0
0.07692307692307693,13551,341,971,3285,3,0
0.0,14690,480,442,4019,0,0
0.4375,13001,1380,1232,1553,2,0
0.6,15325,92,84,344,0,0
0.75,2719,226,750,1498,7,0
0.25,1379,344,572,665,1,0
0.4,10811,189,186,856,6,0
0.3333333333333333,4403,123,113,2085,1,0
0.9285714285714286,952,249,61,4308,1,0
0.3333333333333333,3192,93,227,1291,0,0
0.11764705882352941,8493,463,675,4632,2,0
0.5,1597,415,392,14184,1,0
0.9285714285714286,2024,1461,1448,915,73,0
0.9230769230769231,2499,103,460,26,9,0
0.3,6643,373,1716,1052,4,0
0.9,11631,1467,363,1466,2,0
